Tweet Id	Text	Name	Screen Name	UTC	Created At	Favorites	Retweets	Language	Client	Tweet Type	URLs	Hashtags	Mentions	Media Type	Media URLs			
1290301921673134082	I’m proud to endorse this diverse and hopeful collection of thoughtful, empathetic, and highly qualified Democrats. If you’re in one of their districts or states, make sure you vote for them this fall. And if you can, vote early—by mail or in person. https://t.co/PSm3Rf3wkF https://t.co/7RXrJriBz8	Barack Obama	BarackObama	2020-08-03T15:02:05.000Z	Mon Aug 03 15:02:05 +0000 2020	74890	17961	en	<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>	Tweet	https://medium.com/@BarackObama/first-wave-of-2020-endorsements-43b2b0c667f6 	0	0	photo	https://pbs.twimg.com/media/EegSkstXoAAHP5m.png	https://pbs.twimg.com/media/EegSksuWsAU5sj5.png	https://pbs.twimg.com/media/EegSksuXoAMCgTV.png	https://pbs.twimg.com/media/EegSksuXkAANPZd.png
1290007021446737920	Welcome home, @AstroBehnken and @Astro_Doug! We launched the Commercial Crew program to strengthen our U.S. space program and it's been great to see its success. This historic NASA-SpaceX mission is a symbol of what American ingenuity and inventiveness can achieve. https://t.co/vvOSopBUdP	Barack Obama	BarackObama	2020-08-02T19:30:15.000Z	Sun Aug 02 19:30:15 +0000 2020	162928	17977	en	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Tweet		0	2	photo	https://pbs.twimg.com/media/EecGjEcWAAER08h.jpg			
1289606838850396160	This pandemic is far from over––and our medical professionals continue to put their lives on the line to keep our country going. @JoeBiden and I had a chance to thank Dr. @Craig_A_Spencer for his work during the Ebola crisis and this current pandemic. https://t.co/FlyGFIUHl7	Barack Obama	BarackObama	2020-08-01T17:00:04.000Z	Sat Aug 01 17:00:04 +0000 2020	59294	11616	en	<a href="https://studio.twitter.com" rel="nofollow">Twitter Media Studio</a>	Tweet		0	2	video	https://video.twimg.com/amplify_video/1289605740190105602/vid/360x396/U1KXCPfO18S2ptr6.mp4?tag=13			
1288939275334057984	John believed that in all of us, there exists the capacity for great courage and a longing to do what’s right. We are so lucky to have had him show us the way. I offered some thoughts today on his life and how, like him, we can give it all we have. https://t.co/7UHT86OzEj	Barack Obama	BarackObama	2020-07-30T20:47:25.000Z	Thu Jul 30 20:47:25 +0000 2020	242707	49179	en	<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>	Tweet	https://obama.medium.com/my-eulogy-for-congressman-john-lewis-101ea5eb49d1 	0	0					
1288836772718432258	"John spent his entire life fighting for justice and equality––and now he has left behind his marching orders for all of us. 

https://t.co/Cs5H6ckezR"	Barack Obama	BarackObama	2020-07-30T14:00:06.000Z	Thu Jul 30 14:00:06 +0000 2020	130661	25629	en	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Tweet	https://www.nytimes.com/2020/07/30/opinion/john-lewis-civil-rights-america.html 	0	0					
1288448067616813056	Michelle and I have spent a lot of time together these past few months. We’ve had a lot of good talks—and this one’s up there with the best. Take a listen to the very first episode of Michelle’s podcast: https://t.co/JEaVgT6GPC. https://t.co/oRn1figrRK	Barack Obama	BarackObama	2020-07-29T12:15:32.000Z	Wed Jul 29 12:15:32 +0000 2020	240072	25728	en	<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>	Tweet	http://spoti.fi/MichelleObamaPodcastEp1 	0	0	photo	https://pbs.twimg.com/media/EeF7weAXoAIYbbL.jpg			
1288149277861195787	It's National Vote By Mail Day. Voting by mail is easy and safe. Take a few minutes to request your vote-by-mail ballot, then get your family and friends to do the same. Request your ballot early, send it back early, and fill it out carefully. Get started: https://t.co/pmWQqs4PbB https://t.co/JlOWmkJG57	Barack Obama	BarackObama	2020-07-28T16:28:15.000Z	Tue Jul 28 16:28:15 +0000 2020	153248	64920	en	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Tweet	http://votesaveamerica.com/everylastvote/ 	0	0	photo	https://pbs.twimg.com/media/EeBs7rUWAAEjW8O.jpg			
1288148827816460289	RT @JoeBiden : Arianna’s a supporter of our campaign who’s been organizing food drives for her community during the COVID crisis. My team told me about her work, so @BarackObama and I decided to surprise her with a call. https://t.co/GnwvU6HMld	Barack Obama	BarackObama	2020-07-28T16:26:27.000Z	Tue Jul 28 16:26:27 +0000 2020	0	0	en	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Retweet		0	1	video	https://video.twimg.com/amplify_video/1287899538234253312/vid/720x720/DaLZISm9X9dTrsiW.mp4?tag=13			
1287417455447552002	We're 100 days away from Election Day and there is too much at stake to sit this one out. Now's a good time to make sure you're registered to vote––and to make sure your friends and family are, too. https://t.co/XdZz4dh82T	Barack Obama	BarackObama	2020-07-26T16:00:15.000Z	Sun Jul 26 16:00:15 +0000 2020	217776	57517	en	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Tweet	http://iwillvote.com 	0	0					
1287372117370183687	To celebrate the 30th anniversary of the Americans with Disabilities Act, I got the chance to talk to the next generation of activists and advocates in the disability rights movement––they're continuing the work of the activists in @CripCampFilm and I couldn't be prouder of them. https://t.co/k7r5JJUC9T	Barack Obama	BarackObama	2020-07-26T13:00:05.000Z	Sun Jul 26 13:00:05 +0000 2020	54813	9719	en	<a href="https://studio.twitter.com" rel="nofollow">Twitter Media Studio</a>	Tweet		0	1	video	https://video.twimg.com/amplify_video/1287361042021048324/pl/yuan4OYXolwMqLL3.m3u8?tag=13			
